list_place,A,B,C,mu_a-ea0,mu_b-ea0,mu_cea0,e,e_tot,zpe,harm_freq,formula,iupac_name,canonical_smi,internal_smi,weight,charge,name,multiplicity,distance,log_column,log_column_unc,mu_a,mu_b,mu_c
709,3281.23425,1200.11152,883.70765,-0.0572859,-0.3386287,-0.3749453,-669.647315750182,,,[],C7H8S,3-methylbenzenethiol,CC1=CC(=CC=C1)S,Cc1cccc(S)c1,124.21,0,geom710,1,0.04188161,12.030222344555400,1.3669333932071500,-0.1456062330688980,-0.8607082967365100,-0.953015885931581
1319,3016.90017,1189.09651,869.83313,0.1463747,0.3783233,0.652763,-402.991605870262,,,[],C9H9N,"1,2-dihydroisoquinoline",C1C2=CC=CC=C2C=CN1,C1=Cc2ccccc2CN1,131.17,0,geom1320,1,0.06410481,11.820421912525900,1.3670702313865200,0.3720473743729270,0.9616019054460990,1.6591580391816000
621,1800.81557,563.9585,473.32656,0.1136082,0.2907055,0.0051233,-823.225691719361,,,[],C11H10S,2-(2-methylphenyl)thiophene,CC1=CC=CC=C1C2=CC=CS2,Cc1ccccc1-c1cccs1,174.26,0,geom622,1,0.07254401,11.832779288210400,1.3671427614136500,0.2887632392567460,0.7388996731728160,0.01302212959701930
898,2733.15861,711.33498,658.2121,0.0900644,-0.0042092,0.1421101,-426.250562856445,,,[],C11H12,cyclopent-2-en-1-ylbenzene,C1CC(C=C1)C2=CC=CC=C2,C1=CC(c2ccccc2)CC1,144.21,0,geom899,1,0.05431947,11.77350798475350,1.3671567014494300,0.22892086914250200,-0.010698719165337500,0.36120784245415400
98,8102.0203,3540.8521,2582.42972,-0.0111157,0.1038923,-0.0410475,-196.481537914157,,,[],C5H10,2-methylbut-2-ene,CC=C(C)C,CC=C(C)C,70.13,0,geom99,1,0.021502169,11.989312662393000,1.367195114759820,-0.028253291035384800,0.2640678849047300,-0.10433233748436500
1775,23846.78801,2290.26835,2242.67062,0.0350857,-0.0240841,-0.2223223,-248.33867041297,,,[],C3H7NO,O-prop-2-enylhydroxylamine,C=CCON,C=CCON,73.09,0,geom1777,1,0.052523553,11.86524766996770,1.3673058502708600,0.08917895348742780,-0.06121567572220480,-0.5650869172032470
1582,12594.75306,1126.92122,1041.27119,-0.0003849,-0.64472,0.5277376,-592.153228672672,,,[],C5H6S,1-methylsulfanylbut-1-en-3-yne,CSC=CC#C,C#CC=CSC,98.17,0,geom1584,1,0.0946279,12.254736396911300,1.3674354520736100,-0.00097831820933631,-1.638714772468970,1.3413751723342200
952,14407.33226,798.44399,781.33045,0.2666505,0.1729902,0.8465918,-308.48960720827,,,[],C6H8O,hex-2-en-4-yn-1-ol,CC#CC=CCO,CC#CC=CCO,96.13,0,geom953,1,0.05397667,11.909168750607700,1.3674630302803200,0.677757962272361,0.4396972270634710,2.1518217038576300
1714,9499.37835,2053.20927,1740.95762,-3.82E-05,-1.4946017,-2.6270391,-304.15112486519,,,[],C3H9N2O+,[2-(methylamino)-2-oxoethyl]azanium,CNC(=O)C[NH3+],CNC(=O)C[NH3+],89.12,1,geom1716,1,0.054664195,12.0065545047041,1.3675656180813600,-9.709471446258E-05,-3.7988985679787100,-6.67726731142757
725,,,,,,,,,,[],C5H6Se,2-methylselenophene,CC1=CC=C[Se]1,Cc1ccc[se]1,145.07,0,geom726,1,0.046514243,11.975356726678400,1.367701519310090,,,
825,2185.35746,912.28903,826.69472,0.4326467,-0.2633492,-0.2825012,-405.420045099194,,,[],C9H13N,(2S)-2-phenylpropan-1-amine,CC(CN)C1=CC=CC=C1,C[C@H](CN)c1ccccc1,135.21,0,geom826,1,0.04711897,11.872482568563100,1.3677757950916500,1.0996782146512400,-0.6693668947107030,-0.7180464227574920
1434,1532.49133,888.3867,566.52074,0.0135217,-0.0146424,0.757745,-464.312626498234,,,[],C12H12,"4,5-dimethylazulene",CC1=C(C2=CC=CC2=CC=C1)C,Cc1cccc2cccc-2c1C,156.22,0,geom1435,1,0.07783443,11.77495620824170,1.3677856083484500,0.034368732998656200,-0.03721726824730060,1.9259956651949700
1915,30194.72364,2328.94125,2283.53884,0.2104378,-0.4594054,-0.3094319,-231.096040414873,,,[],C4H6O,,COC=C=C,C=C=COC,70.09,0,geom1917,1,0.05857017,11.905554008969800,1.3679911394634700,0.5348795314956420,-1.1676920454337000,-0.7864974339296760
1645,2122.48289,925.29468,673.19937,0.0312934,-0.046664,0.1092519,-425.02186959283700,,,[],C11H10,1-ethenyl-1H-indene,C=CC1C=CC2=CC=CC=C12,C=CC1C=Cc2ccccc21,142.2,0,geom1647,1,0.05344874,11.84725444398580,1.368123943324570,0.07953988841788750,-0.11860805643146200,0.2776906291883340
136,9303.33962,8518.58805,4446.8432,5.16E-05,0.0252492,5.44E-05,-193.399139155838,,,[],C5H6,"cyclopenta-1,3-diene",C1C=CC=C1,[CH]1C=CC=C1,66.1,0,geom137,2,0.057017818,11.891873071959400,1.3681284185191700,0.00013115411691804,0.06417706451331350,0.00013827100698336
1250,8834.44969,1745.58108,1484.55518,-0.0022733,-0.1365959,0.2309048,-233.299710819454,,,[],C6H8,2-methylpent-1-en-3-yne,CC#CC(=C)C,C=C(C)C#CC,80.13,0,geom1251,1,0.0766041,11.92187616897080,1.368255327448650,-0.005778152209104270,-0.34719214416908700,0.5869014561266790
844,2563.44167,1045.86661,896.18576,0.5436482,-4.1E-06,-0.3799348,-441.036532135497,,,[],C10H9N,"11-azatricyclo[6.2.1.02,7]undeca-2,4,6,9-tetraene",C1=CC=C2C3C=CC(C2=C1)N3,C1=CC2NC1c1ccccc12,143.18,0,geom845,1,0.057707954,11.805393777067400,1.3683229514939800,1.3818158834318200,-1.042116045279E-05,-0.9656979298533360
560,7280.49742,4873.01479,3034.0569,0.447719,-0.2600023,-0.8445218,-570.161329043435,,,[],C3H5NS,"2,3-dihydro-1,3-thiazole",C1NC=CS1,C1=CSCN1,87.15,0,geom561,1,0.084561706,12.107905711927100,1.36834174134739,1.137988179698220,-0.6608599235108390,-2.1465602887022000
784,3597.70823,1139.38097,868.4449,0.0161261,-0.4897983,-0.321501,-384.74617963796,,,[],C8H8O,3-ethenylphenol,C=CC1=CC(=CC=C1)O,C=Cc1cccc(O)c1,120.15,0,geom785,1,0.06580582,11.733858896812800,1.3683739184964400,0.040988457457984600,-1.2449430911716500,-0.8171740260323020
40,33656.437,4279.84729,4040.82447,-0.0672378,-0.2816147,1.2664081,-209.11352909898,,,[],C2H5NO,2-aminoacetaldehyde,C(C=O)N,NCC=O,59.07,0,geom41,1,0.056246907,12.151511048966700,1.368633927432010,-0.17090143958356200,-0.7157931645278830,3.2188882948324200
1728,57816.57776,6056.12433,5481.90967,6E-07,-0.5686567,0.2123199,-492.776835257424,,,[],CH3NS,methanethioamide,C(=S)N,N=CS,61.11,0,geom1730,1,0.05632177,12.813886779627300,1.3686500976258900,1.52504787114E-06,-1.4453811495741600,0.5396633524927630
601,26927.52632,4724.12728,4559.13995,0.0842279,0.4051488,1.0216049,-209.05111526226,,,[],C2H5NO,nitrosoethane,CCN=O,CCN=O,59.07,0,geom602,1,0.059211154,11.95625649594110,1.3686656800855300,0.214085965975988,1.0297855248915400,2.5966606298186500
1315,2534.25977,1260.97683,855.21454,0.0202807,-0.2764777,-0.0144551,-386.95590607332300,,,[],C10H10,"3-methylidene-1,2-dihydroindene",C=C1CCC2=CC=CC=C12,C=C1CCc2ccccc21,130.19,0,geom1316,1,0.06243502,11.926452323791700,1.3686958045816400,0.051548397267048300,-0.7027362130044730,-0.03674119913685970
724,7717.13821,1952.09775,1557.99391,0.0001308,-0.1634957,-0.3640288,-270.849649062304,,,[],C7H7-,"1-ethenylcyclopenta-1,3-diene",C=CC1=CC=C[CH-]1,[CH2-]C=C1C=CC=C1,91.13,-1,geom725,1,0.046497956,11.995417071069000,1.3687463012332400,0.00033246043590852,-0.4155646153759070,-0.9252689107894150
641,3736.02095,1832.54276,1230.77138,-0.4139973,-0.2801599,0.1804414,-362.714539882354,,,[],C6H7NO,3-aminophenol,C1=CC(=CC(=C1)O)N,Nc1cccc(O)c1,109.13,0,geom642,1,0.077862605,11.803086642483800,1.3687707065462400,-1.0522761683711800,-0.7120954317896590,0.45863628822586900
1576,142791.80191,2092.99522,2072.31913,1.97E-05,0.00012,4.58E-05,-192.415368041306,,,[],,,,C=C=C=[C][CH2+],,1,geom1578,2,0.09342193,12.011880107758600,1.3687941456133400,5.007240510243E-05,0.000305009574228,0.00011641198749702000
1931,9760.96388,3734.28593,2820.46227,0.5478759,-1.1545746,-0.2084259,-248.429654565597,,,[],C3H7NO,1-aminopropan-2-one,CC(=O)CN,CC(=O)CN,73.09,0,geom1933,1,0.06069943,11.859401823148900,1.3691413837686100,1.3925616249065200,-2.934635893003860,-0.5297657918090640
1543,4402.81595,1696.67831,1350.15044,-0.0034348,-0.2387958,0.1836556,-631.545638610449,,,[],C6H8S,2-ethylthiophene,CCC1=CC=CS1,CCc1cccs1,112.19,0,geom1545,1,0.07803121,12.083629549380600,1.3691522823392500,-0.008730390712986120,-0.606958377378622,0.4668059696715660
1304,8173.91035,7942.19243,4657.13395,0.174422,-0.1580832,0.5091558,-174.441482392467,,,[],C3H9N,propan-2-amine,CC(C)N,CC(C)N,59.11,0,geom1305,1,0.057766043,11.92306676970410,1.3692843085408900,0.4433364996333020,-0.4018074127049980,1.2941449481143100
521,9093.99478,4426.58517,3032.78181,-6.49E-05,-0.3982248,-0.0659448,-267.071255202871,,,[],C3H4O2,2-oxopropanal,CC(=O)C=O,CC(=O)C=O,72.06,0,geom522,1,0.06099607,12.041976210924300,1.3693625074985000,-0.00016495934472831,-1.0121864724585900,-0.16761496142125500
1550,7357.68871,1734.95056,1528.38927,-0.2328565,-0.4603136,0.6691416,-271.672221485637,,,[],C5H10O,pent-3-en-1-ol,CC=CCCO,CC=CCCO,86.13,0,geom1552,1,0.084562816,11.906199621014900,1.369524306255910,-0.5918621826768520,-1.1700004595613200,1.700788287618690
408,274698.33644,11362.05296,10910.76277,1.79E-05,-0.6902016,0.0,-148.686473758895,,,[],CH2N2,diazomethane,C=[N+]=[N-],C=[N+]=[N-],42.04,0,geom409,1,0.03531453,12.619947269998500,1.3696770182516500,4.549726148901E-05,-1.754317467895700,0.0
1754,5383.24396,2472.97097,1835.11979,0.074745,-0.3514587,0.6351663,-593.441953947492,,,[],C5H8S,3-methylidenethiolane,C=C1CCSC1,C=C1CCSC1,100.18,0,geom1756,1,0.037534762,12.135207796858700,1.369823327795800,0.1899828385472660,-0.8933189037143870,1.6144316893914500
611,239135.42412,13076.83993,12398.82475,-0.1520638,6.1E-06,0.0,-205.012400529438,,,[],HNO2,nitrous acid,N(=O)O,[O]N=O,47.014,0,geom612,2,0.06809799,12.663556777825200,1.3698290927002200,-0.3865076241124310,1.550465335659E-05,0.0
203,37032.80351,4972.70989,4508.39073,-0.0001462,-0.2388438,0.8710314,-187.990900942311,,,[],C2H4N2,diazoethane,CC=[N+]=[N-],CC=[N+]=[N-],56.07,0,geom204,1,0.05220497,12.372676397160600,1.369846650283380,-0.00037160333126778,-0.6070803812083130,2.2139409704434900
949,62368.22317,6056.28183,5520.23776,0.1134688,-1.8587662,0.0,-492.798846482087,,,[],CH3NS,methanethioamide,C(=S)N,NC=S,61.11,0,geom950,1,0.053371854,12.048745125176300,1.3702589806031900,0.2884089198013510,-4.724512393761650,0.0
19,197284.61261,34839.23451,29610.24922,-0.0001645,-0.6867998,0.5938818,-94.5967156110891,,,[],CH3N,methanimine,C=N,C=N,29.041,0,geom20,1,0.047130253,12.847323208495500,1.3702790564475500,-0.00041811729133755000,-1.7456709548156300,1.5094969579979900
35,322250.322,10230.69576,9915.88941,2.27E-05,0.0003445,1.7194513,-168.911301402858,,,[],CH2NO+,,C(=[NH2+])=O,NC#[O+],44.033,1,geom36,1,0.05512474,12.036114494203700,1.370338545085640,5.769764445813E-05,0.00087563165267955,4.370409240989840
1778,4111.74981,847.84461,706.03259,-0.0178294,0.6794969,-0.0818984,-422.754243023709,,,[],C9H8O,"3-bicyclo[4.2.0]octa-1(6),2,4,7-tetraenylmethanol",C1=CC(=CC2=C1C=C2)CO,OCc1ccc2c(c1)C=C2,132.16,0,geom1780,1,0.05390327,11.841219102868300,1.3706261582979900,-0.04531781418950590,1.727108834652050,-0.20816496761628700
220,9980.22783,8152.5155,4752.11234,9E-07,0.8309204,0.5934803,-173.217555802167,,,[],C3H7N,propan-2-imine,CC(=N)C,CC(C)=N,57.09,0,geom221,1,0.059399784,12.24085818022570,1.3707276291380800,2.28757180671E-06,2.1119889785113300,1.5084764467975500
1812,3815.0705,446.18383,417.24521,-0.4943466,0.3746153,-0.063951,-747.021285360344,,,[],C9H10S,2-methylsulfanylethenylbenzene,CSC=CC1=CC=CC=C1,CSC=Cc1ccccc1,150.24,0,geom1814,1,0.06569054,12.069135801704900,1.370847782215820,-1.2565037165588300,0.952177109602454,-0.16254722734545700
899,5538.53715,2379.77226,2104.53926,-0.1001687,-0.6487366,0.3308088,-271.6721789881,,,[],C5H10O,(2R)-pent-4-en-2-ol,CC(CC=C)O,C=CC[C@@H](C)O,86.13,0,geom900,1,0.054577697,11.774494556809400,1.371039578389770,-0.2546034378164360,-1.6489239512676700,0.8408320936572970
610,7124.947,1473.3652,1220.89646,-1.1E-06,0.1210162,-0.1060504,-629.051833019628,,,[],C6H4S,3-ethynylthiophene,C#CC1=CSC=C1,C#Cc1ccsc1,108.16,0,geom611,1,0.067958154,12.095873851162500,1.3710911489390100,-2.79592109709E-06,0.3075924969724210,-0.26955322792257600
866,3597.92581,1221.96127,967.692,-0.0295864,0.0318367,-0.4247654,-347.540861874115,,,[],C9H8,"3-ethynylcyclohepta-1,3,5-triene",C#CC1=CC=CCC=C1,C#CC1=CC=CCC=C1,116.16,0,geom867,1,0.04260352,12.159501770073200,1.3713159873808000,-0.07520112722449420,0.08092081926520470,-1.0796459483398800
284,6037.37304,2107.61233,1824.15538,-0.2081482,0.6581884,0.3553207,-307.258939772614,,,[],C6H6O,"2-ethynyl-2,5-dihydrofuran",C#CC1C=CCO1,C#CC1C=CCO1,94.11,0,geom285,1,0.04997019,12.025832730743000,1.3713523344819400,-0.5290599488193720,1.672948030381740,0.9031351285116240
1737,5171.18646,2162.20624,1904.50945,-0.825449,1.26E-05,-1.4885248,-287.478358035472,,,[],C6H7N,cyclopent-3-ene-1-carbonitrile,C1C=CCC1C#N,N#CC1CC=CC1,93.13,0,geom1739,1,0.057316866,12.035947975193800,1.3713566444657500,-2.098082066974400,3.202600529394E-05,-3.783452628965160
293,3723.44891,1502.65331,1085.30178,0.0207466,-3.37E-05,0.6558765,-384.759705040866,,,[],C8H8O,"1,3-dihydro-2-benzofuran",C1C2=CC=CC=C2CO1,c1ccc2c(c1)COC2,120.15,0,geom294,1,0.056217134,11.852076286922500,1.3713643311166900,0.05273259693898850,-8.565685542903E-05,1.6670717667595900
1184,2747.95396,1297.13246,881.18273,-3.08E-05,0.0724788,0.163884,-385.72677767622900,,,[],C10H8,1-methylideneindene,C=C1C=CC2=CC=CC=C12,C=C1C=Cc2ccccc21,128.17,0,geom1185,1,0.051113326,11.880277604968600,1.371381438189500,-7.828579071852E-05,0.1842227327379700,0.4165515755231800
934,44858.74405,5379.1034,4955.06892,-6E-07,0.4799328,-0.8304514,-204.02337382074,,,[],CH3N3,azidomethane,CN=[N+]=[N-],CN=[N+]=[N-],57.055,0,geom935,1,0.042233665,11.983140708836200,1.371402812893380,-1.52504787114E-06,1.2198674915504300,-2.1107968994253900
842,40837.06589,4455.58264,4017.27274,2.76E-05,2.23E-05,-2.64E-05,-155.620088995586,,,[],C4H7+,but-1-ene,C=CC[CH2+],C=C[CH][CH2+],55.1,1,geom843,2,0.05736661,12.091079770402600,1.3714184900608000,7.015220207244E-05,5.668094587737E-05,-6.710210633016E-05
32,7242.83266,3748.33771,2840.25573,0.0505101,-0.1484975,-0.1628907,-196.479973691528,,,[],C5H10,2-methylbut-1-ene,CCC(=C)C,C=C(C)CC,70.13,0,geom33,1,0.05454409,11.93790001774260,1.3715429059582800,0.12838386746011400,-0.37744299374102000,-0.41402685877250700
1106,3745.75849,1212.64901,937.40852,0.1133027,-0.1350093,0.2404222,-384.748474045447,,,[],C8H8O,1-phenylethenol,C=C(C1=CC=CC=C1)O,C=C(O)c1ccccc1,120.15,0,geom1107,1,0.042552453,11.776416184510200,1.3715430262934000,0.2879867357156900,-0.34315940924850300,0.6110922738079920
1921,2198.93902,692.60777,538.02517,0.7324221,-0.6202695,0.5253615,-801.164902458416,,,[],C9H9NS,2H-thiochromen-6-amine,C1C=CC2=C(S1)C=CC(=C2)N,Nc1ccc2c(c1)C=CCS2,163.24,0,geom1923,1,0.059059855,11.906851517705700,1.3716057135397200,1.8616312739681500,-1.5765678008467900,1.335335728589860
1063,2598.64707,370.06885,353.32741,-0.1870058,-0.344968,0.5355656,-786.326562681262,,,[],C10H12S,3-methylsulfanylprop-1-enylbenzene,CSCC=CC1=CC=CC=C1,CSCC=Cc1ccccc1,164.27,0,geom1064,1,0.053700652,12.03723904937840,1.3716210194708800,-0.475321328634721,-0.8768211900190390,1.3612719635596900
989,9209.16596,2342.00054,1938.15002,-0.0617481,-0.8090801,0.7092398,-607.323568236181,,,[],C2H5NOS,2-sulfanylacetamide,C(C(=O)N)S,NC(=O)CS,91.13,0,geom990,1,0.0647949,12.228776667108400,1.3716608817744600,-0.1569480140865660,-2.056476473477900,1.8027077451962700
149,7236.73528,1785.74395,1480.26143,0.0420085,0.0138253,-0.3774473,-271.390049691862,,,[],C7H8,1-ethynylcyclopentene,C#CC1=CCCC1,C#CC1=CCCC1,92.14,0,geom150,1,0.060475696,12.096212096880400,1.3717784521055000,0.10677495582464100,0.03514040722145310,-0.9593753355542350
960,7442.09862,3868.93454,2907.34512,-0.067668,-0.3733703,0.2747488,-212.506927439509,,,[],C4H9N,2-methylprop-2-en-1-amine,CC(=C)CN,C=C(C)CN,71.12,0,geom961,1,0.05621085,11.816921262060200,1.371858938891540,-0.1719948989071690,-0.9490126352698390,0.6983417875637830
421,12847.50069,1472.98175,1395.24463,-0.0479299,-0.9089408,-1.5136409,-249.382366750346,,,[],C5H7N,pent-3-enenitrile,CC=CCC#N,CC=CCC#N,81.12,0,geom422,1,0.04123811,11.983675189716000,1.371881529119050,-0.1218256532649220,-2.3102970533871500,-3.8472913870257200
1768,55838.65176,10205.07753,9115.97369,-4E-07,0.4389321,-1.0638569,-153.783606538808,,,[],C2H4O,acetaldehyde,CC=O,CC=O,44.05,0,geom1770,1,0.047328096,12.253197851446400,1.371902682690290,-1.01669858076E-06,1.115654107800020,-2.704054500904330
1527,157392.01631,157380.7482,157363.76413,-0.0001011,9.25E-05,6.42E-05,-40.5032005755082,,,[],CH4,methane,C,C,16.043,0,geom1529,1,0.07455339,12.8002215639362,1.3719362160938300,-0.00025697056628709,0.00023511154680075,0.00016318012221198
1452,17398.09649,1426.53725,1403.45224,-0.0509724,0.5191856,-1.5380046,-249.37980967853,,,[],C5H7N,pent-4-enenitrile,C=CCCC#N,C=CCCC#N,81.12,0,geom1454,1,0.04825801,11.987998626044500,1.3719703738047800,-0.12955891684482800,1.3196381566775700,-3.9092177350558800
1373,14843.45082,1571.67647,1421.19826,0.0004701,0.0133318,0.0001905,-233.314888815014,,,[],C6H8,"(3Z)-hexa-1,3,5-triene",C=CC=CC=C,C=C/C=C\C=C,80.13,0,geom1374,1,0.05572938,11.84053806929570,1.3719793920437900,0.0011948750070381900,0.033886055347440400,0.00048420269908695
1736,15091.12522,3022.79877,2636.36152,-0.4175899,1.1568755,-0.5785759,-267.064282505005,,,[],C3H4O2,propanedial,C(C=O)C=O,O=CCC=O,72.06,0,geom1738,1,0.05716092,12.043231205005200,1.3720075526060300,-1.061407646674280,2.940484197415040,-1.4705932409798500
1021,6578.11858,1005.7007,924.67476,-0.4457358,0.1371831,0.1923778,-310.963673468224,,,[],C6H12O,5-methoxypent-2-ene,CC=CCCOC,CC=CCCOC,100.16,0,geom1022,1,0.0418254,11.85964171515800,1.3720191572375900,-1.132947388134810,0.3486846576856430,0.48897559057432800
1072,80140.90411,19966.49758,19965.65371,-1E-07,0.0,2E-07,-79.8039575152372,,,[],C2H6,ethane,CC,CC,30.07,0,geom1073,1,0.056005687,12.513028278433000,1.3720217909247300,-2.5417464519E-07,0.0,5.0834929038E-07
1341,67876.15101,11496.47304,9831.30337,-0.0004559,-0.7121914,-0.4040666,-149.911157401071,,,[],CH4N2,methylidenehydrazine,C=NN,C=NN,44.056,0,geom1342,1,0.07021934,12.365988810761600,1.372131237188530,-0.0011587822074212100,-1.8102099640236900,-1.0270348468813000
250,35014.10229,2515.60839,2347.0246,0.000374,-0.5592223,-6E-07,-231.123143708709,,,[],C4H6O,ethenoxyethene,C=COC=C,C=COC=C,70.09,0,geom251,1,0.06360149,12.02742683568340,1.3722794245812200,0.0009506131730106000,-1.4214012968483600,-1.52504787114E-06
1295,22858.07388,1450.15681,1401.20038,0.2491004,-0.1477316,-1.3165156,-513.932137191903,,,[],C3H6NP,3-phosphanylpropanenitrile,C(CP)C#N,N#CCCP,87.06,0,geom1296,1,0.048713967,12.085490003837700,1.3723037905823,0.6331500578668710,-0.37549627013351,-3.3462488551710000
1658,3657.42704,1804.17483,1217.3388,0.0015522,-0.4183613,0.1180727,-346.679370752839,,,[],C7H8O,3-methylphenol,CC1=CC(=CC=C1)O,Cc1cccc(O)c1,108.14,0,geom1660,1,0.057956982,11.80507383180210,1.3723729988540300,0.0039452988426391800,-1.0633683498872700,0.3001108662912530
1888,0,4292.70997,4292.70997,0.0,0.0,1E-07,-226.456136931455,,,[],C2O2,,C(=C=O)=O,O=C=C=O,56.02,0,geom1890,1,0.05053508,12.172656906084100,1.3724367459286000,0.0,0.0,2.5417464519E-07
1312,49531.46227,9846.82741,8658.33127,3E-07,0.2475124,-1.0693502,-133.907750736765,,,[],C2H5N,ethanimine,CC=N,CC=N,43.07,0,geom1313,1,0.06071228,12.593391123428300,1.3727131663234900,7.6252393557E-07,0.6291137645012540,-2.718017076688560
1623,8238.92428,4017.96935,2947.02647,-0.0371354,0.4669314,-1.8823145,-227.340289914815,,,[],C3H6N2,2-aminopropanenitrile,CC(C#N)N,CC(N)C#N,70.09,0,geom1625,1,0.0366862,11.863341186843600,1.3727289141933600,-0.09438877118988730,1.1868212292307000,-4.784366201734920
1412,7387.69291,4102.97418,2966.10857,-0.1093228,7.3E-06,0.3119705,-409.776316522692,,,[],C3H10Si,propan-2-ylsilane,CC(C)[SiH3],CC(C)[SiH3],74.2,0,geom1413,1,0.07368643,12.03053139679960,1.3728645754078100,-0.2778708390117730,1.855474909887E-05,0.7929499114724690
1277,3645.76392,441.56722,406.34448,0.6905959,0.8980013,-1.2978158,-441.05958096251,,,[],C10H9N,4-phenylbut-3-enenitrile,C1=CC=C(C=C1)C=CCC#N,N#CCC=Cc1ccccc1,143.18,0,geom1278,1,0.08335379,11.826819784098200,1.3731597528999600,1.7553196785216900,2.2824916180765900,-3.29871870486976
251,6110.9632,4226.30267,2498.41514,-2.36E-05,-1.8969162,0.0002999,-303.910315686699,,,[],C4H2O2,"cyclobut-3-ene-1,2-dione",C1=CC(=O)C1=O,O=c1ccc1=O,82.06,0,geom252,1,0.06385067,12.082529579857200,1.3731829758270500,-5.998521626484E-05,-4.821480020901630,0.00076226976092481
1132,7786.58559,7784.77393,4514.82536,-0.0510346,0.0001117,0.0001073,-158.412969066426,,,[],C4H10,2-methylpropane,CC(C)C,CC(C)C,58.12,0,geom1133,1,0.04813891,12.124477505505300,1.373212740789740,-0.12971701347413600,0.00028391307867723,0.00027272939428887
729,103339.22819,22835.63427,21914.00904,0.5917237,2E-07,0.1435195,-95.8277431402992,,,[],CH5N,methanamine,CN,CN,31.057,0,geom730,1,0.047880426,12.195137984974800,1.3732772932904900,1.50401161498014,5.0834929038E-07,0.364790179903462
1160,17267.33559,1413.56611,1386.32039,-0.0322468,-0.0679757,0.2054043,-233.283309041911,,,[],C6H8,hex-1-en-5-yne,C=CCCC#C,C#CCCC=C,80.13,0,geom1161,1,0.053022545,12.266934516151400,1.373359199826810,-0.08196318948512890,-0.17277699429041900,0.5220856507300030
432,288365.97082,9507.05723,9203.65239,0.0040022,-0.0005416,0.0333448,-115.957318599113,,,[],C3H4,"propa-1,2-diene",C=C=C,[CH]=C=C,40.06,0,geom433,2,0.04316542,12.496186217220000,1.3733953334009300,0.01017257764979420,-0.00137660987834904,0.08475402708931510
490,8857.92803,3551.57242,2575.97407,0.0001099,-0.2283313,-0.1152296,-269.262470521674,,,[],C5H6O,2-methylfuran,CC1=CC=CO1,Cc1ccco1,82.1,0,geom491,1,0.08742577,11.901802079927600,1.3735304374985300,0.00027933793506381,-0.5803602716327140,-0.29288442695385600
1317,6418.05245,1939.78049,1593.88944,0.4550234,0.4488022,-0.2223927,-308.534458237182,,,[],C6H8O,"cyclopenta-2,4-dien-1-ylmethanol",C1=CC(C=C1)CO,OCC1C=CC=C1,96.13,0,geom1318,1,0.06361107,12.06493086028070,1.3736108141137400,1.1565541124814700,1.140741399454910,-0.5652658561534610
